ID|COUPONCODE|COUPONTYPE|CREATED_AT|CUSTOMERNAME|CUSTOMERREVIEW|GROSSMARGIN|ORDERTYPE|PAYMENTTYPE|AMOUNT|SERVINGTIME|TXNID|PRODUCT_ID|STORE_ID|CUSTOMER_ID
34055621|10%OFF|One-time Personal|2019-05-03 09:07:16.000000|Ava Piper|3|1.60|in-store|Paypal|3.60|388|USB3EMW3E9|4077|8246|239
34546731|BUY5GET1|Regional|2018-11-24 07:43:17.000000|Yvonne Newman|2|3.92|in-store|Apple Pay|4.92|220|AVHWJV5FSZ|4173|8476|3644
34378556|BOGO|One-time Personal|2017-12-21 15:58:08.000000|Keith Hudson|5|1.36|call-in|Credit Card|3.36|512|9NHHWYORXV|4197|8282|2336
33657856|BOGO|One-time Personal|2018-01-06 12:34:17.000000|Stephen Gill|5|1.82|call-in|Cash|8.82|459|77KE1QL8YN|4087|8256|1663
34683835|10%OFF|Regional|2019-04-24 10:33:49.000000|Christopher Skinner|2|0.40|call-in|Apple Pay|2.40|124|5F718SVLUM|4174|8093|3214
39699100|10%OFF|National|2018-10-30 07:44:49.000000|Theresa Berry|4|0.42|in-store|Cash|2.42|349|7CQYTTD55T|4477|8215|1753
38336227|10%OFF|National|2019-01-13 11:14:37.000000|Benjamin Skinner|2|1.35|mobile-app|Apple Pay|5.35|444|RZ4P1VXRFJ|4293|8292|3688
33976389||Multi-Use Personal|2019-03-01 11:08:11.000000|Nathan Duncan|1|0.09|in-store|Cash|3.09|24|EHVNVNIESB|4083|8309|1614
33945189|5%OFF|Multi-Use Personal|2019-01-31 15:05:57.000000|Peter Berry|3|0.04|mobile-app|Stripe|2.04|573|MSQ9U4H426|4078|8337|2972
33666999|5%OFF|One-time Personal|2018-01-28 13:09:14.000000|Benjamin Reid|5|2.60|in-store|Stripe|9.60|263|G3EBI33CFF|4085|8478|1694
34248677|BUY5GET1|Regional|2019-09-27 10:04:41.000000|Mary James|4|0.02|drive-thru|Apple Pay|2.02|275|NUHL438JZ3|4078|8471|3952
37769300|10%OFF|Regional|2018-12-30 16:28:18.000000|Felicity Ince|1|2.42|call-in|Stripe|6.42|364|J3G2OJAE42|4058|8208|689
35219549|BUY5GET1|National|2019-06-28 07:07:26.000000|Sam Forsyth|5|1.14|drive-thru|Gift Card|7.14|556|5HBKJ77TL0|4015|8584|1328
34571735|5%OFF|Multi-Use Personal|2018-12-20 12:27:40.000000|Dorothy Mills|1|1.08|call-in|Paypal|7.08|573|9OX82ZKXYJ|4009|8303|444
37491992|10%OFF|National|2019-01-23 16:01:06.000000|Dominic Berry|5|2.44|in-store|Apple Pay|7.44|533|5AFROPWQX2|4393|8929|2162
35045467|BUY5GET1|Multi-Use Personal|2018-12-31 14:44:07.000000|Kylie Bell|2|1.57|mobile-app|Paypal|3.57|9|9OA8HHXUQ8|4011|8641|3203
36180336|5%OFF|National|2019-08-05 18:09:28.000000|Frank Bell|5|0.75|drive-thru|Paypal|5.75|285|4N1KNB2TCW|4527|8722|424
33972803|5%OFF|National|2019-02-25 11:21:11.000000|Cameron Russell|1|0.36|in-store|Stripe|2.36|364|7CG1UN6UE4|4079|8465|3799
38320029|BOGO|One-time Personal|2018-12-29 12:56:37.000000|Donna Oliver|1|0.09|call-in|Gift Card|3.09|538|G03VMKY816|4283|8574|3166
39936512|BOGO|One-time Personal|2019-05-16 07:13:48.000000|Yvonne Churchill|5|0.60|in-store|Cash|3.60|516|5W4MLOPH9E|4494|8835|309
34697532|10%OFF|National|2019-05-13 12:01:53.000000|Mary Reid|2|1.24|drive-thru|Cash|2.24|542|IEUO699LZR|4171|8535|768
36719599|BUY5GET1|Multi-Use Personal|2019-06-06 13:44:16.000000|Joe Greene|4|0.35|call-in|Cash|7.35|552|QIH2JQYUGB|4117|8067|877
34762010||One-time Personal|2019-08-03 15:41:40.000000|Natalie Bailey|2|0.17|mobile-app|Debit Card|1.17|592|0723NMH9FR|4192|8324|1033
35007131|10%OFF|Multi-Use Personal|2018-11-04 09:29:08.000000|Virginia Davies|5|1.19|mobile-app|Cash|8.19|341|YDKNE7UAFD|4041|8620|3592
36702955||One-time Personal|2019-05-26 13:36:09.000000|Dorothy Payne|5|1.16|mobile-app|Debit Card|5.16|291|8UZ3FYTQC0|4120|8173|834
34684574||Regional|2019-04-25 12:42:49.000000|Owen Lambert|2|2.25|call-in|Google Pay|6.25|38|WDP6KINGZS|4215|8525|1789
35142146|10%OFF|Multi-Use Personal|2019-05-04 07:26:28.000000|Justin McGrath|1|2.20|drive-thru|Cash|6.20|485|7CTDJDA6WI|4019|8608|1074
35590672||National|2018-08-10 17:43:25.000000|Pippa Knox|2|1.42|drive-thru|Apple Pay|2.42|189|4RRTG99DQC|4541|8773|2577
34801174|BOGO|National|2019-09-19 08:07:00.000000|Jennifer Davidson|4|0.28|mobile-app|Google Pay|1.28|31|P6BJ7DKY4E|4201|8264|1862
37908902||Regional|2019-08-03 15:09:36.000000|Brandon Burgess|3|0.45|in-store|Debit Card|3.45|355|E3BLOZOKQ9|4072|8061|2100
38726026|BUY5GET1|Multi-Use Personal|2019-08-10 12:35:42.000000|Nathan Reid|5|0.00|mobile-app|Stripe|1.00|585|W00L7AWCOL|4355|8439|2295
34491935|10%OFF|National|2018-09-03 11:02:29.000000|Adrian Bond|5|0.48|drive-thru|Credit Card|2.48|181|L59P5UH7L9|4205|8519|3276
39521279|10%OFF|One-time Personal|2018-02-23 15:59:33.000000|Boris Cornish|2|0.24|drive-thru|Cash|4.24|317|1NO0MXWVPW|4486|8245|1341
33775483|BOGO|Regional|2018-08-03 11:21:14.000000|Jasmine Glover|3|1.54|drive-thru|Stripe|8.54|44|IDHIWLGFAB|4086|8300|3439
37447068|10%OFF|Multi-Use Personal|2018-09-12 16:28:01.000000|Phil Harris|4|3.00|drive-thru|Apple Pay|10.00|155|GGU1SVYXEJ|4407|8785|1711
34597581||Regional|2019-01-16 09:48:22.000000|Carol Baker|4|0.24|in-store|Gift Card|3.24|29|NT41B8FDSN|4183|8419|2127
39320004|5%OFF|National|2019-04-11 11:05:26.000000|Andrew Vance|1|1.28|drive-thru|Debit Card|2.28|554|6IAM15UPCV|4502|8662|871
36845337||One-time Personal|2019-08-22 09:07:58.000000|Neil Davidson|3|1.00|mobile-app|Apple Pay|8.00|593|1ROOQRKUMQ|4105|8536|2668
34481320|BOGO|Multi-Use Personal|2018-08-13 17:26:56.000000|Joe Abraham|1|1.16|call-in|Stripe|8.16|211|XMGYG5CQTV|4220|8530|3296
34412243|5%OFF|National|2018-03-08 17:50:11.000000|Irene Short|1|0.06|in-store|Gift Card|2.06|39|KZV349AOE2|4199|8463|2274
37474022|10%OFF|One-time Personal|2018-12-05 08:51:56.000000|Fiona Peake|1|0.98|in-store|Google Pay|7.98|462|FF7E7O1ZVE|4399|8257|1453
33593657||National|2019-08-09 09:07:20.000000|Yvonne Parsons|2|2.43|in-store|Cash|4.58|444|APZGFHI1M4|4427|8877|2060
33509577|BOGO|Regional|2019-03-19 08:53:53.000000|Ryan Mills|2|2.58|drive-thru|Gift Card|7.16|584|CGY8YO3354|4430|8916|1299
38380284|BOGO|One-time Personal|2019-02-19 07:00:02.000000|Benjamin Davidson|2|0.06|mobile-app|Debit Card|2.06|354|6TLL3C92WF|4307|8761|2010
37964505|10%OFF|One-time Personal|2017-10-29 09:10:50.000000|Joseph Gill|4|0.16|drive-thru|Stripe|2.16|384|K1SJLRAQGZ|4304|8142|722
34034047|5%OFF|One-time Personal|2019-04-18 13:09:03.000000|Joseph McDonald|3|0.00|mobile-app|Stripe|1.00|425|USO776Q8VD|4075|8411|1743
35292168||Multi-Use Personal|2019-08-11 17:33:50.000000|Sebastian Howard|4|0.96|drive-thru|Apple Pay|4.96|27|P7AAEJJW8L|4026|8605|2984
35696309|BOGO|Multi-Use Personal|2018-11-09 19:25:56.000000|Simon Pullman|5|0.20|drive-thru|Cash|4.20|25|W2T7QBLVEJ|4549|8722|3078
34370158|5%OFF|One-time Personal|2017-11-27 11:33:36.000000|Boris Taylor|4|1.12|call-in|Gift Card|8.12|217|CJUVYBVKNA|4180|8260|3998
38344477|10%OFF|One-time Personal|2019-01-21 07:16:10.000000|Carl Fisher|1|0.58|in-store|Credit Card|2.58|426|5ZO0INU8PO|4237|8049|3794
33737159|BOGO|One-time Personal|2018-06-07 08:36:54.000000|Jake Terry|2|0.57|drive-thru|Cash|3.57|539|M9UKV405LW|4082|8084|3254
34709198||Regional|2019-05-28 14:09:08.000000|Dominic Berry|1|1.33|in-store|Apple Pay|8.33|217|5JYJBYKF5A|4181|8405|2162
35709688|10%OFF|National|2018-11-22 11:12:21.000000|Piers Coleman|5|0.70|in-store|Stripe|7.70|2|5TAYRBW0GB|4534|8737|2076
37389467|BUY5GET1|One-time Personal|2018-01-26 09:24:03.000000|Emma Edmunds|1|2.68|in-store|Paypal|7.68|133|VLW93SEOFU|4393|8108|1069
34203347||Regional|2019-08-26 13:02:36.000000|Nathan May|3|0.91|drive-thru|Debit Card|7.91|320|EL0874QW8L|4089|8233|1926
38056626|5%OFF|National|2018-05-08 17:53:12.000000|Christian Lambert|2|1.08|drive-thru|Credit Card|5.08|348|0RD9H15UBK|4357|8389|1909
36408426|BUY5GET1|One-time Personal|2018-05-25 07:56:06.000000|Connor Baker|2|0.28|mobile-app|Google Pay|2.28|581|D2GV9DDV76|4093|8045|1643
38949035|BOGO|Multi-Use Personal|2019-03-07 10:09:07.000000|Leah Wright|2|3.15|mobile-app|Paypal|8.06|325|IFBDJLLV5F|4470|8436|3750
35840563|BOGO|One-time Personal|2019-03-12 13:45:55.000000|Oliver Baker|2|1.88|drive-thru|Credit Card|8.88|528|IYU9PO3E34|4569|8710|291
40035345|BOGO|One-time Personal|2019-07-22 09:18:18.000000|Audrey Vance|1|1.00|in-store|Debit Card|6.00|64|ZXWOMPQCMM|4498|8380|2114
38820147|10%OFF|One-time Personal|2019-09-23 09:45:16.000000|Nicola Davies|1|1.68|in-store|Google Pay|4.68|260|AYJXR7DS2P|4282|8684|1007
33888313|BUY5GET1|National|2018-12-08 14:36:38.000000|Anthony Skinner|1|0.39|drive-thru|Google Pay|3.39|250|BM2JTFWK8D|4083|8150|516
36736043|BUY5GET1|Regional|2019-06-17 17:47:07.000000|Nicola Bailey|2|0.75|in-store|Paypal|5.75|344|KP077AZJQN|4108|8350|3865
38991876|5%OFF|Regional|2019-06-21 14:43:04.000000|Kimberly Lyman|3|1.35|mobile-app|Apple Pay|5.54|558|WU1EL8UQGX|4471|8931|2443
35126792|BUY5GET1|Multi-Use Personal|2019-04-18 07:30:35.000000|Michelle Churchill|4|2.15|call-in|Stripe|6.15|111|S4TM0EEFU8|4019|8662|1222
39114531|BOGO|Multi-Use Personal|2018-05-20 17:54:18.000000|Michael Fisher|2|4.44|call-in|Stripe|10.44|249|63SPHO15MV|4508|8092|2471
35481070||One-time Personal|2018-05-23 18:16:35.000000|Michelle Dyer|1|2.63|drive-thru|Debit Card|9.63|336|O01LB5XT0H|4562|8776|2055
34660345||Multi-Use Personal|2019-03-23 10:33:48.000000|Amelia Rutherford|4|2.40|drive-thru|Paypal|6.40|563|W99E952Y2W|4215|8235|3875
36525156||Multi-Use Personal|2018-10-30 13:33:46.000000|Blake Butler|5|1.90|call-in|Credit Card|6.90|562|G0HMAJE67S|4109|8338|2289
40063762|5%OFF|Regional|2019-08-16 00:00:00.000000|Elizabeth Howard|5|2.18|mobile-app|Stripe|3.18|346|TRIBYCCW15|4478|8301|2547
37022353|BOGO|Multi-Use Personal|2018-08-24 17:09:58.000000|Ian Thomson|5|3.19|mobile-app|Gift Card|10.91|261|F0HP3JFKPF|4440|8054|3026
37886336|BUY5GET1|Multi-Use Personal|2019-07-05 16:28:24.000000|Alan Dyer|5|0.16|in-store|Gift Card|4.16|300|Q48PX6RBVW|4065|8550|1626
35803412|BUY5GET1|Multi-Use Personal|2019-02-11 11:11:03.000000|Ian Thomson|5|0.35|drive-thru|Cash|7.35|244|9NOGHPRBCF|4570|8689|3026
34784094|5%OFF|Multi-Use Personal|2019-08-31 12:15:52.000000|Dylan Wallace|3|1.70|call-in|Debit Card|7.70|418|FS7RUILKVH|4006|8398|103
33718773|10%OFF|Multi-Use Personal|2018-05-07 07:00:57.000000|Amy Ince|4|3.81|in-store|Gift Card|9.81|509|HTZFTRN416|4088|8093|1669
34913020|BOGO|One-time Personal|2018-06-22 16:27:43.000000|Wanda Hill|1|0.54|call-in|Gift Card|2.54|125|0IXK2W6EGO|4012|8576|556
33971173||Regional|2019-02-24 13:12:49.000000|Olivia Bailey|1|1.54|mobile-app|Apple Pay|3.54|365|3DF86IX8C4|4080|8323|417
33968396|BOGO|Regional|2019-02-21 08:02:37.000000|Fiona May|4|0.42|in-store|Gift Card|2.42|522|773KC7DSL3|4081|8125|2929
34858153|BUY5GET1|Multi-Use Personal|2018-03-17 10:14:37.000000|Lily Tucker|2|2.81|in-store|Cash|3.81|559|ZZKJ75OOB8|4037|8668|3773
34772556|BUY5GET1|One-time Personal|2019-08-16 12:15:50.000000|Alexander Blake|3|0.18|mobile-app|Credit Card|3.18|8|NR3QNTTF51|4184|8390|1468
33781096||Regional|2018-08-11 13:00:25.000000|Warren Harris|4|1.84|call-in|Debit Card|3.84|600|DXRC1OAO0G|4076|8312|798
34767674|5%OFF|National|2019-08-10 09:16:08.000000|Molly Taylor|1|2.27|in-store|Stripe|9.27|158|POYYBD9878|4206|8328|940
36371107|5%OFF|One-time Personal|2018-03-15 09:46:36.000000|Joanne MacLeod|1|0.23|call-in|Apple Pay|1.23|444|OB1LIETPCA|4123|8802|3252
35420614|BOGO|One-time Personal|2018-03-10 17:36:57.000000|Oliver Hunter|4|4.34|mobile-app|Google Pay|11.34|66|TEUBE9SNBY|4562|8702|3667
38069400|10%OFF|Regional|2018-05-20 13:01:09.000000|Frank Baker|4|3.20|call-in|Gift Card|9.20|256|4LJR859X8O|4275|8888|3289
34924607|BUY5GET1|National|2018-07-08 15:24:38.000000|Jennifer Dyer|4|2.24|call-in|Stripe|3.24|496|ZZ7RPA6SUF|4037|8604|2421
37303782|10%OFF|One-time Personal|2019-07-28 16:29:55.000000|Liam Duncan|3|3.77|in-store|Cash|9.82|159|J6U82EM7ZR|4446|8149|1131
34730734||Multi-Use Personal|2019-06-24 11:02:41.000000|Sean Gibson|4|0.70|in-store|Cash|7.70|140|YW0WIKY98U|4211|8466|2352
34161473|BUY5GET1|One-time Personal|2019-07-25 16:03:22.000000|Robert Terry|4|0.08|call-in|Cash|2.08|112|DBN6H1KSLO|4079|8327|3555
34988153|BUY5GET1|National|2018-10-03 12:43:02.000000|Elizabeth Avery|1|0.42|call-in|Google Pay|7.42|197|2IXO425FJZ|4045|8595|878
34678275|10%OFF|One-time Personal|2019-06-06 00:00:00.000000|Zoe Ferguson|3|1.84|in-store|Credit Card|3.84|157|XE95CRP89O|4203|8445|2884
33656511|10%OFF|National|2018-01-03 08:46:24.000000|Ian Avery|1|1.19|mobile-app|Paypal|8.19|42|0OX1BSQGK8|4086|8148|3828
34478875|BOGO|Multi-Use Personal|2018-08-08 09:41:00.000000|Robert Lambert|5|0.28|mobile-app|Credit Card|1.28|435|VO0NF838QR|4192|8287|3732
38131660|BOGO|Multi-Use Personal|2018-07-13 07:15:10.000000|Carolyn Campbell|1|2.42|in-store|Gift Card|3.42|56|EEEUZQSJJU|4308|8512|3307
36235698|BUY5GET1|One-time Personal|2019-08-23 21:27:58.000000|Jessica Harris|3|1.52|drive-thru|Google Pay|9.52|499|9VQ7AKA544|4551|8788|1631
34194204|5%OFF|Multi-Use Personal|2019-08-19 14:35:18.000000|Diana McLean|5|0.21|in-store|Cash|7.21|183|AFUAC6HGE7|4086|8393|3116
35090916|BOGO|Regional|2019-03-06 15:25:36.000000|Max Nash|3|2.00|mobile-app|Paypal|8.00|268|EGJ111Y4WC|4034|8592|293
34707564|BOGO|Regional|2019-05-26 16:23:44.000000|Connor Walker|5|0.48|in-store|Credit Card|4.48|163|PIVCRAFHXM|4217|8451|3305
39867608|10%OFF|National|2019-03-23 10:31:01.000000|Leah White|5|1.78|call-in|Credit Card|3.78|410|XXGY2YH7QV|4487|8166|2670
34361740|BOGO|National|2017-11-01 16:16:52.000000|Jane Rampling|4|1.47|in-store|Paypal|8.47|77|BCW8NVZRRO|4208|8309|492
35040971|BOGO|One-time Personal|2018-12-25 11:46:05.000000|Keith Lewis|4|1.75|call-in|Apple Pay|8.75|533|YPGY6R50EM|4041|8580|1011
34603107|BUY5GET1|National|2019-01-21 07:56:42.000000|Jane Brown|4|0.07|mobile-app|Cash|1.07|423|TM5SOTT7JF|4192|8394|232
33908761|10%OFF|Regional|2018-12-28 09:16:12.000000|Abigail Avery|5|0.34|mobile-app|Cash|2.34|83|U8YG6GRJ4U|4081|8484|1058
34454349|BUY5GET1|One-time Personal|2018-06-18 17:26:22.000000|Stewart Cornish|1|2.15|mobile-app|Credit Card|3.15|518|G4OIBGQVXK|4200|8095|3452
34563069||National|2018-12-11 13:23:37.000000|Piers Underwood|1|0.42|call-in|Gift Card|3.42|254|SH4N0OMWZ1|4178|8126|3095
35815657|10%OFF|Multi-Use Personal|2019-02-21 20:35:44.000000|Max Poole|5|0.60|call-in|Paypal|4.60|482|UXDWFBDYH8|4555|8725|3022
36059493|BUY5GET1|One-time Personal|2019-06-25 08:23:24.000000|Sophie McGrath|5|3.14|mobile-app|Cash|7.14|490|18BFUA1KIS|4538|8758|3234
34224026|5%OFF|One-time Personal|2019-09-10 11:47:49.000000|Boris Cornish|1|0.48|call-in|Debit Card|3.48|179|FT2JEQJVCQ|4083|8431|1341
33842675|BOGO|National|2018-10-23 14:39:44.000000|Keith Murray|4|1.47|mobile-app|Google Pay|8.47|181|NGNNJ1WESY|4086|8518|2464
36151081|10%OFF|National|2019-07-25 11:10:59.000000|Edward McLean|2|1.48|call-in|Apple Pay|8.48|394|SII8MXLIFL|4569|8771|3107
34068533|BOGO|One-time Personal|2019-05-14 13:50:00.000000|Olivia Turner|3|1.09|call-in|Cash|3.09|506|1YNQ81BWSQ|4076|8373|1310
37958110||National|2017-10-06 15:38:42.000000|Simon Pullman|2|1.45|drive-thru|Paypal|6.45|589|JQLG7YIL8T|4322|8760|3078
34763401|10%OFF|Regional|2019-08-05 15:14:01.000000|Victor Hughes|4|0.36|in-store|Paypal|4.36|108|XCZNY0YDUJ|4217|8486|376
34400743||Regional|2018-02-11 17:52:34.000000|Heather Walker|3|3.30|call-in|Cash|6.30|76|ZHFSPI2XRK|4176|8202|2267
34611272|5%OFF|Multi-Use Personal|2019-01-29 11:02:42.000000|Victoria Bailey|5|3.32|in-store|Debit Card|10.32|259|VEMQC7H0MK|4179|8239|2360
36499850|10%OFF|One-time Personal|2018-09-19 08:13:30.000000|Irene Hodges|5|1.18|mobile-app|Debit Card|3.18|132|0B7P4FR7OD|4092|8939|410
34367152|5%OFF|Regional|2017-11-18 11:16:05.000000|Michelle Knox|2|1.14|in-store|Credit Card|7.14|242|LP18HZIQV2|4006|8311|346
33941285|BOGO|National|2019-01-28 15:30:56.000000|Brian Henderson|4|0.12|call-in|Credit Card|2.12|423|M8VUT9ZU9D|4078|8316|450
38719107|BUY5GET1|National|2019-08-08 14:56:43.000000|Hannah Peake|4|0.56|mobile-app|Gift Card|4.56|555|9R4C49W9J0|4324|8679|45
37970154|BOGO|One-time Personal|2017-11-16 16:55:40.000000|Neil Murray|2|0.42|in-store|Google Pay|3.42|205|4182LNSX89|4250|8470|1807
34794382|10%OFF|Regional|2019-09-11 09:25:13.000000|Jacob Watson|1|1.16|drive-thru|Credit Card|5.16|181|NC5LUGMMEN|4217|8125|2438
34038487|5%OFF|One-time Personal|2019-04-22 13:15:26.000000|Evan Mills|3|1.39|mobile-app|Stripe|3.39|40|MLFUJ4XM38|4077|8376|2087
34938815|5%OFF|Regional|2018-07-26 11:49:19.000000|Owen King|1|1.40|call-in|Cash|8.40|177|CQ4A4QW1W5|4014|8581|1036
33950197|BOGO|National|2019-02-05 13:24:38.000000|Carolyn Campbell|2|0.03|call-in|Apple Pay|3.03|58|7P06IASOKJ|4082|8549|3307
39196958|5%OFF|National|2018-10-23 16:04:56.000000|Sonia North|2|2.32|in-store|Apple Pay|10.32|68|8KH8JQRUQP|4518|8471|2880
35352389|BOGO|Multi-Use Personal|2019-09-28 08:53:47.000000|Connor Abraham|5|0.12|drive-thru|Cash|4.12|94|TSFJDRF90H|4026|8569|1910
34502323|BUY5GET1|Multi-Use Personal|2018-09-22 08:49:01.000000|Virginia Ferguson|3|3.24|drive-thru|Cash|4.24|524|C1S8EC4N9M|4173|8172|934
33634980|BUY5GET1|Regional|2017-10-24 13:38:53.000000|Gavin Rees|1|0.06|call-in|Debit Card|3.06|12|UWWN5R0YMX|4083|8521|2830
35507444|10%OFF|Multi-Use Personal|2018-06-12 08:21:56.000000|Trevor Chapman|1|1.80|mobile-app|Cash|8.80|354|7TN4TA376K|4550|8710|3503
34602264|10%OFF|Multi-Use Personal|2019-01-20 10:00:45.000000|Joan Davies|3|3.05|drive-thru|Paypal|6.05|116|B5MY7TYDMG|4176|8548|3247
33929829|5%OFF|Multi-Use Personal|2019-01-18 10:54:25.000000|Jennifer Parr|5|0.54|mobile-app|Apple Pay|3.54|562|RWXXSXPZSG|4082|8213|891
34456732|5%OFF|National|2018-06-22 07:29:04.000000|Alison Randall|5|0.26|mobile-app|Paypal|1.26|268|FGYW2A38NX|4201|8290|3192
36693053|10%OFF|Regional|2019-05-19 15:49:36.000000|Joseph Ellison|4|2.87|drive-thru|Debit Card|3.87|481|9L2YBXZYW3|4112|8702|3963
38927879|BOGO|Regional|2019-01-02 09:08:29.000000|Boris Dowd|5|1.02|mobile-app|Debit Card|6.01|510|IIPW7MH98H|4473|8600|3882
35231330|10%OFF|Multi-Use Personal|2019-07-06 17:35:19.000000|Joe Cornish|1|1.62|mobile-app|Apple Pay|7.62|368|RPDJ8QNM1E|4036|8558|3769
35170201|5%OFF|National|2019-05-24 12:46:14.000000|Thomas Kelly|5|0.00|in-store|Debit Card|6.00|26|3WWK89ZOVJ|4030|8637|860
36323195|BUY5GET1|National|2017-10-26 11:21:32.000000|Christopher Parr|3|2.09|call-in|Stripe|3.09|554|D7QOR7IT3X|4121|8244|3133
34734977|BUY5GET1|Regional|2019-06-29 10:35:57.000000|Claire Hardacre|5|2.84|call-in|Debit Card|9.84|450|1EOKPWJCRJ|4179|8306|3402
34443996|BUY5GET1|National|2018-05-26 08:57:46.000000|Christopher Short|5|2.45|mobile-app|Credit Card|9.45|459|C7LQ15R0T4|4218|8357|3378
35293703|10%OFF|Regional|2019-08-12 17:49:23.000000|Colin Newman|5|0.78|drive-thru|Google Pay|6.78|51|DPLHO6BN8E|4030|8647|285
39767586|BOGO|National|2019-01-01 07:39:11.000000|Michael Berry|2|0.00|drive-thru|Apple Pay|3.00|443|32IDC9Z7LC|4488|8778|2406
34668780|BUY5GET1|One-time Personal|2019-04-04 15:04:59.000000|Blake Bailey|1|2.47|in-store|Apple Pay|8.47|374|JWNJJGMA2C|4006|8240|3744
34454860|BOGO|National|2018-06-18 14:09:20.000000|Tracey Oliver|5|1.38|in-store|Credit Card|2.38|1|IIYBUYG2U1|4171|8318|3115
34522851|5%OFF|Regional|2018-10-28 16:56:28.000000|Victor Hughes|5|4.00|mobile-app|Cash|6.00|450|GW7JVKU1RG|4188|8340|376
35294208|BUY5GET1|Regional|2019-08-12 12:58:00.000000|Olivia Bailey|1|1.35|call-in|Apple Pay|7.35|568|T730FXF38M|4032|8577|417
35483245|10%OFF|Multi-Use Personal|2018-05-25 20:52:32.000000|Sebastian Fraser|3|0.48|call-in|Gift Card|2.48|44|Z9SOS0HV9V|4537|8723|1486
36563090|10%OFF|One-time Personal|2018-12-24 15:19:56.000000|Ryan North|3|3.53|in-store|Paypal|10.53|94|DYYMJLY1BB|4115|8746|31
33185507|BUY5GET1|Multi-Use Personal|2014-04-20 15:48:10.000000|Elizabeth Roberts|2|2.00|drive-thru|Paypal|4.00|143|X6S2Z0PBHZ|4410|8609|1255
34706050|BUY5GET1|Regional|2019-05-24 11:23:33.000000|Sebastian Murray|3|2.00|drive-thru|Gift Card|5.00|381|I6XLATF2KZ|4194|8301|69
33792571|BOGO|Regional|2018-08-27 12:12:02.000000|Bernadette Edmunds|3|1.06|call-in|Paypal|3.06|160|TEZRYWXT0O|4080|8469|653
33716600|BOGO|Multi-Use Personal|2018-05-03 12:29:47.000000|Steven Chapman|3|1.75|in-store|Cash|8.75|417|663Q25N03A|4087|8114|1199
34421832|5%OFF|Regional|2018-04-02 09:30:20.000000|Angela Stewart|1|4.08|drive-thru|Debit Card|10.08|497|TLU3CSVYR5|4209|8117|1591
33984889||Regional|2019-03-09 12:27:45.000000|Audrey Paterson|5|1.56|drive-thru|Cash|2.56|34|PFH9ZO4UX9|4074|8318|3324
34762410|BOGO|Multi-Use Personal|2019-08-04 07:26:55.000000|Edward Gibson|4|2.30|in-store|Stripe|5.30|141|QLCLYE4HY7|4176|8533|785
34529204|BOGO|National|2018-11-04 16:25:51.000000|Elizabeth Robertson|4|1.54|in-store|Paypal|3.54|38|JWSCCETK5R|4197|8202|1865
36595354|BOGO|National|2019-02-03 12:24:00.000000|Victor Mackay|2|0.02|drive-thru|Apple Pay|2.02|62|LUSOAN40RI|4093|8222|2173
35142390||National|2019-05-04 16:26:28.000000|Katherine Wallace|4|2.82|call-in|Gift Card|8.82|503|C29R5YULKT|4032|8613|1107
34368495|BUY5GET1|Regional|2017-11-22 09:18:45.000000|Alexandra Wallace|2|0.38|mobile-app|Paypal|2.38|252|SKONREQ1TH|4190|8547|1502
38172466|BOGO|Multi-Use Personal|2018-08-14 10:13:22.000000|Adrian Manning|4|1.54|mobile-app|Paypal|3.54|358|K1EQPXEU44|4302|8333|3047
34690086|BOGO|Regional|2019-05-02 10:06:03.000000|Rebecca Black|2|0.87|call-in|Apple Pay|3.87|183|X4IP3HDQAM|4198|8185|1834
34876946||Regional|2018-04-30 10:02:11.000000|Leonard Carr|3|0.24|mobile-app|Paypal|4.24|580|G4QR5PXFCA|4027|8636|1659
34533706|10%OFF|Regional|2018-11-09 15:15:59.000000|Warren Harris|4|1.05|in-store|Debit Card|8.05|298|S4YMMORRG1|4210|8100|798
33700082|BOGO|Regional|2018-04-06 13:09:50.000000|Anne Young|2|1.18|call-in|Stripe|2.18|499|U9L0MM2D1S|4074|8187|3359
34677201|BUY5GET1|One-time Personal|2019-04-14 10:17:46.000000|Hannah Ferguson|5|0.04|mobile-app|Gift Card|4.04|421|FEQVB6TT99|4216|8212|1462
33762761||National|2018-07-16 11:43:11.000000|Kimberly Martin|3|1.33|drive-thru|Google Pay|8.33|259|CQC13MTV6I|4090|8362|3419
39939376|BUY5GET1|One-time Personal|2019-05-18 13:15:04.000000|Caroline Stewart|1|0.45|mobile-app|Paypal|3.45|64|8AA59NFQA0|4491|8897|3311
33964416||Multi-Use Personal|2019-02-17 08:51:23.000000|Gabrielle King|5|1.75|call-in|Paypal|3.75|166|S0KBH9FAU4|4077|8342|1165
38526721||National|2019-05-25 09:17:44.000000|Richard Burgess|1|0.33|drive-thru|Cash|3.33|158|OPY0O13125|4283|8315|3004
34541639|10%OFF|Regional|2018-11-18 15:43:13.000000|Sebastian White|4|4.16|in-store|Cash|11.16|421|W67OT7UQHP|4218|8494|2367
37863162|BOGO|One-time Personal|2019-05-31 07:30:24.000000|Joe Hardacre|3|4.14|in-store|Paypal|7.14|149|X04DYXOHT4|4064|8843|2697
34562747|BUY5GET1|National|2018-12-11 13:22:01.000000|Dan Gray|1|0.04|mobile-app|Paypal|1.04|101|NN60170JRO|4201|8259|3900
